sentence,language
"I almost called HBO and demanded my money back for the month just because they've been airing this movie. I can just see the movie execs sitting around going, ""Okay, we need to come up with something that's just like Home Alone, only we'll add a bunch of cash",English
"This movie is really goofy! I saw it as an 11 year old, and even then I thought it was pretty",English
"A young boy comes into a lot of money and promptly begins to live it up. Unfortunately, the man whose money it really is happens to be very bad. He wants his loot back. When he discovers who has the bucks, he begins trying to get it back.",English
"Bad Actors, bad filming, choppy dialog, shallow characters, but then again it was a bad premise in the first place. Basically, an 11 year old who is bullied because he has",English
"Bad plot, bad dialogue, bad acting, idiotic directing, the annoying porn groove soundtrack that ran continually over the overacted script, and a crappy copy of the VHS cannot be redeemed by consuming liquor. Trust me, because I stuck this turkey out to the end. It was so pathetically",English
"Larry Buchanan. Yep, same guy who did ""Attack of the THE Eye Creatures"" and two (count 'em: TWO) conspiracy movies about Marilyn Monroe. He's to blame, here.<br /><br />Adding onto his ever-growing pile of folders left over from Oliver Stone's ""eh-I-grew-out-of-it"" conspiracy drawer, here's ""Down On Us",English
"what ends up killing this movie is its self-consciousness, among other things. here's a",English
Not to be confused with the Madonna film,English
"After reading the book, I loved the story. Watching the movie I was disappointed that so many",English
"I read the book and really enjoyed it from beginning to end. However, when I saw the movie I was very disappointed. First of all, no disrespect to Deborah Raffin but she was too",English
I've seen my fair share of badly thought-out endings and final twists,English
"Paul Armstrong is a liberal, Scottish-born, professor of law at Harvard, known for his passionate opposition",English
"JUST CAUSE showcases Sean Connery as a Harvard law prof, Kate Capshaw (does she",English
The form of the film is that of a suspense,English
Just Cause is one of those films that at first makes you wonder quite,English
"Look carefully at the wonderful assortment of talent put together to make this movie: Connery, Fishburne, Capshaw, Harris, Underwood, Beatty, Thigpen, even cameos by Slezak, Lange, and Plimpton. They prove, in spades, the adage that a good cast cannot save",English
"As other reviewers have noted the film dies in the last 1/2 hour. However before that it suffers from predictability and a stunningly vapid performance by Kate Capshaw, who clearly never found her character and ruins every",English
Seems that the cast should ensure at least an average movie. And so I,English
1st watched 2/16/2002 - 4 out of 10(Dir-Arne Glimcher): Mystery??/Thriller with too many ridiculous plot,English
The performances of Fishbourne (who appears strangely funny,English
"A pot - boiler if ever I saw one. A supposed thriller borrowing from ""A",English
"This movie is a crappy and forgettable Sean Connery vehicle. The performances are generally crappy especially by Capshaw, Fishburne, and the usually solid Ed Harris. Connery seems miscast as a Harvard Academic. The movie absolutely gets worse as it goes along. It is a third rate mystery that",English
This is just a case of a previously worthless island changed into something worthwhile. Jesus Christ people lets throw a big fit over 2000 islanders big deal.This is just a case of a previously,English
"Because IT IS, that's why! This is the same",English
"This can't be Mandy Schaffer's last film. Somebody, do something! :-(<br /><br />Argh.<br /><br />What little life this one might have had, the directing finished off. Don't blame the cast; they did OK. Even the winemaker's younger brother was pretty well",English
